name,michelin_award,city,cuisine1,cuisine2,lon,lat,description,cuisine
La Peca,2,Lonigo,Creative,Contemporary,11.3990641,45.3848934,"Creative without being overly fussy, regionally focused yet open to",Creative
La Peca,2,Lonigo,Creative,Contemporary,11.3990641,45.3848934,"Creative without being overly fussy, regionally focused yet open to",Contemporary
La Pergola,3,Rome,Modern Cuisine,Contemporary,12.4461151,41.9187946,This superb restaurant is suspended above the Eternal City in,Modern Cuisine
La Pergola,3,Rome,Modern Cuisine,Contemporary,12.4461151,41.9187946,This superb restaurant is suspended above the Eternal City in,Contemporary
La Petite Maison de Cucuron,1,Cucuron,Classic Cuisine,,5.4387208,43.773919,"Once upon a time, there was a little yellow house",Classic Cuisine
La Petite Maison de Cucuron,1,Cucuron,Classic Cuisine,,5.4387208,43.773919,"Once upon a time, there was a little yellow house",
La Pineta,1,Marina di Bibbona,Seafood,,10.52825,43.2456729,You even have to park on the sand to reach,Seafood
La Pineta,1,Marina di Bibbona,Seafood,,10.52825,43.2456729,You even have to park on the sand to reach,
La Plage d'Amée,1,Jambes,Modern Cuisine,,4.8643861,50.4375904,"Tastefully remodelled on a holiday theme, this restaurant enjoys a",Modern Cuisine
La Plage d'Amée,1,Jambes,Modern Cuisine,,4.8643861,50.4375904,"Tastefully remodelled on a holiday theme, this restaurant enjoys a",
La Pomme d'Api,1,Saint-Pol-de-Léon,Creative,,-3.9871351,48.6842867,Jérémie Le Calvez's restaurant is in a pretty stone,Creative
La Pomme d'Api,1,Saint-Pol-de-Léon,Creative,,-3.9871351,48.6842867,Jérémie Le Calvez's restaurant is in a pretty stone,
La Prensa,1,Saragossa,Contemporary,,-0.8746479,41.633181,"Soul, imagination, sincerity and flavour – plus a real desire to",Contemporary
La Prensa,1,Saragossa,Contemporary,,-0.8746479,41.633181,"Soul, imagination, sincerity and flavour – plus a real desire to",
La Preséf,1,Mantello,Creative,,9.4898006,46.1505628,Each of the four dining rooms in this restaurant is,Creative
La Preséf,1,Mantello,Creative,,9.4898006,46.1505628,Each of the four dining rooms in this restaurant is,
La Primula,1,San Quirino,Modern Cuisine,Contemporary,12.6814506,46.0348797,The experience of 140 years in business is immediately evident,Modern Cuisine
La Primula,1,San Quirino,Modern Cuisine,Contemporary,12.6814506,46.0348797,The experience of 140 years in business is immediately evident,Contemporary
La Promenade,1,Verfeil,Creative,,1.6642575,43.666405,"Located a little outside the centre, this charming 18C red",Creative
La Promenade,1,Verfeil,Creative,,1.6642575,43.666405,"Located a little outside the centre, this charming 18C red",
La Promenade,1,Le Petit-Pressigny,Modern Cuisine,,0.9188379,46.920786,A father and son team work in the kitchens of,Modern Cuisine
La Promenade,1,Le Petit-Pressigny,Modern Cuisine,,0.9188379,46.920786,A father and son team work in the kitchens of,
La Provence,1,Driebergen-Rijsenburg,Creative French,,5.282136,52.0522638,André van Alten is a fine example of a chef,Creative French
La Provence,1,Driebergen-Rijsenburg,Creative French,,5.282136,52.0522638,André van Alten is a fine example of a chef,
La Pyramide - Patrick Henriroux,2,Vienne,Modern Cuisine,,4.8667852,45.516812,An institution on the road to the Riviera and one,Modern Cuisine
La Pyramide - Patrick Henriroux,2,Vienne,Modern Cuisine,,4.8667852,45.516812,An institution on the road to the Riviera and one,
La Renaissance,1,Argentan,Modern Cuisine,,-0.0285254,48.7391758,This elegant and intimate place is indisputably the best restaurant,Modern Cuisine
La Renaissance,1,Argentan,Modern Cuisine,,-0.0285254,48.7391758,This elegant and intimate place is indisputably the best restaurant,
La Ribaudière,1,Bourg-Charente,Creative,Modern Cuisine,-0.22488,45.67357,This large villa flooded in light has a garden that,Creative
La Ribaudière,1,Bourg-Charente,Creative,Modern Cuisine,-0.22488,45.67357,This large villa flooded in light has a garden that,Modern Cuisine
La Riva,1,Lenzerheide,Modern French,Classic Cuisine,9.546549,46.7356712,"If you can, choose one of the tables close to",Modern French
La Riva,1,Lenzerheide,Modern French,Classic Cuisine,9.546549,46.7356712,"If you can, choose one of the tables close to",Classic Cuisine
La Robe,1,Montaigu,Modern Cuisine,,-1.31311,46.97566,At the stove of this old house is a young,Modern Cuisine
La Robe,1,Montaigu,Modern Cuisine,,-1.31311,46.97566,At the stove of this old house is a young,
La Rotonde,1,Charbonnières-les-Bains,Modern Cuisine,,4.7319215,45.7874092,In this pleasantly leafy area on the outskirts of town,Modern Cuisine
La Rotonde,1,Charbonnières-les-Bains,Modern Cuisine,,4.7319215,45.7874092,In this pleasantly leafy area on the outskirts of town,
La Rotonde des Trésoms,1,Annecy,Modern Cuisine,,6.1356717,45.8899488,The huge glass windows of La Rotonde make this a,Modern Cuisine
La Rotonde des Trésoms,1,Annecy,Modern Cuisine,,6.1356717,45.8899488,The huge glass windows of La Rotonde make this a,
La Rucola 2.0,1,Sirmione,Creative,Contemporary,10.6081306,45.4928374,Situated next to the Castello Scaligero in one of the,Creative
La Rucola 2.0,1,Sirmione,Creative,Contemporary,10.6081306,45.4928374,Situated next to the Castello Scaligero in one of the,Contemporary
La Réserve Rimbaud,1,Montpellier,Modern Cuisine,,3.8930311,43.6171176,"Intelligent compositions centred on Languedoc-Roussillon produce, subtle interplays of",Modern Cuisine
La Réserve Rimbaud,1,Montpellier,Modern Cuisine,,3.8930311,43.6171176,"Intelligent compositions centred on Languedoc-Roussillon produce, subtle interplays of",
La Rôtisserie,1,Zurich,Modern Cuisine,International,8.5418139,47.3713118,The Rôtisserie is located in a beautiful high room with,Modern Cuisine
La Rôtisserie,1,Zurich,Modern Cuisine,International,8.5418139,47.3713118,The Rôtisserie is located in a beautiful high room with,International
La Salita,1,Valencia,Creative,Modern Cuisine,-0.3696366,39.4623668,"Occupying a building in the city’s Ruzafa district, La",Creative
La Salita,1,Valencia,Creative,Modern Cuisine,-0.3696366,39.4623668,"Occupying a building in the city’s Ruzafa district, La",Modern Cuisine
La Scène,2,Paris,Modern Cuisine,,2.3143813,48.8720257,Stéphanie Le Quellec has made a resounding comeback in Avenue,Modern Cuisine
La Scène,2,Paris,Modern Cuisine,,2.3143813,48.8720257,Stéphanie Le Quellec has made a resounding comeback in Avenue,
La Scène Thélème,1,Paris,Modern Cuisine,,2.2949918,48.8764542,"An unusual restaurant, where theatre and gastronomy come together. On",Modern Cuisine
La Scène Thélème,1,Paris,Modern Cuisine,,2.2949918,48.8764542,"An unusual restaurant, where theatre and gastronomy come together. On",
La Serra,1,Positano,Modern Cuisine,,14.4785098,40.6262458,"Situated in a charming natural setting, this restaurant serving Mediterranean",Modern Cuisine
La Serra,1,Positano,Modern Cuisine,,14.4785098,40.6262458,"Situated in a charming natural setting, this restaurant serving Mediterranean",
La Signoria,1,Calvi,Modern Cuisine,,8.7846305,42.536832,"Imagine a splendid 18C manor house, nestled in a pine",Modern Cuisine
La Signoria,1,Calvi,Modern Cuisine,,8.7846305,42.536832,"Imagine a splendid 18C manor house, nestled in a pine",
La Société,1,Cologne,Modern Cuisine,International,6.9372169,50.9285296,"A place for gourmets since 1987, even if the location",Modern Cuisine
La Société,1,Cologne,Modern Cuisine,International,6.9372169,50.9285296,"A place for gourmets since 1987, even if the location",International
La Sommelière,1,Lyon,Modern Cuisine,,4.8261445,45.759793,"A sommelier owner, a relentlessly rigorous Japanese chef and a",Modern Cuisine
La Sommelière,1,Lyon,Modern Cuisine,,4.8261445,45.759793,"A sommelier owner, a relentlessly rigorous Japanese chef and a",
La Source,1,Saint-Galmier,Modern Cuisine,,4.3105689,45.588937,"Fine and delicate cuisine, created by a young chef as",Modern Cuisine
La Source,1,Saint-Galmier,Modern Cuisine,,4.3105689,45.588937,"Fine and delicate cuisine, created by a young chef as",
La Speranzina Restaurant & Relais,1,Sirmione,Creative,Contemporary,10.6085873,45.4931589,"Situated near the castle in the heart of Sirmione, with",Creative
La Speranzina Restaurant & Relais,1,Sirmione,Creative,Contemporary,10.6085873,45.4931589,"Situated near the castle in the heart of Sirmione, with",Contemporary
La Table - Hôtel Clarance,1,Lille,Modern Cuisine,,3.0571817,50.638729,"This establishment, one of the most prestigious in Lille, has",Modern Cuisine
La Table - Hôtel Clarance,1,Lille,Modern Cuisine,,3.0571817,50.638729,"This establishment, one of the most prestigious in Lille, has",
La Table Breizh Café,1,Cancale,Modern Cuisine,,-1.8517181,48.6708737,"When Brittany meets Japan... Upstairs from a crêperie, with which",Modern Cuisine
La Table Breizh Café,1,Cancale,Modern Cuisine,,-1.8517181,48.6708737,"When Brittany meets Japan... Upstairs from a crêperie, with which",
La Table Lionel Giraud,2,Narbonne,Creative,,2.9921269,43.1742548,You will quickly forget this restaurant’s roadside location to,Creative
La Table Lionel Giraud,2,Narbonne,Creative,,2.9921269,43.1742548,You will quickly forget this restaurant’s roadside location to,
La Table d'Adrien,1,Verbier,Contemporary,Mediterranean Cuisine,7.2246987,46.1035433,This chic chalet serves delicious and imaginative Italian cuisine in,Contemporary
La Table d'Adrien,1,Verbier,Contemporary,Mediterranean Cuisine,7.2246987,46.1035433,This chic chalet serves delicious and imaginative Italian cuisine in,Mediterranean Cuisine
La Table d'Antonio Salvatore au Rampoldi,1,Monaco,Italian,Creative,7.4278204,43.7404558,"Originally from southern Italy, chef Antonio Salvatore has never stopped",Italian
La Table d'Antonio Salvatore au Rampoldi,1,Monaco,Italian,Creative,7.4278204,43.7404558,"Originally from southern Italy, chef Antonio Salvatore has never stopped",Creative
La Table d'Hôtes - La Rôtisserie du Chambertin,1,Gevrey-Chambertin,Modern Cuisine,,4.9696166,47.223991,Thomas Collomb runs a remarkable Table d’Hôtes here in,Modern Cuisine
La Table d'Hôtes - La Rôtisserie du Chambertin,1,Gevrey-Chambertin,Modern Cuisine,,4.9696166,47.223991,Thomas Collomb runs a remarkable Table d’Hôtes here in,
La Table d'Hôtes - Le Quatrième Mur,1,Bordeaux,Creative,,-0.57423,44.84258,Philippe Etchebest breaks with gourmet conventions and codes! A single,Creative
La Table d'Hôtes - Le Quatrième Mur,1,Bordeaux,Creative,,-0.57423,44.84258,Philippe Etchebest breaks with gourmet conventions and codes! A single,
La Table d'Olivier,1,Brive-la-Gaillarde,Modern Cuisine,,1.5308409,45.158952,"À table! Open since 2011, La Table d'Olivier offers",Modern Cuisine
La Table d'Olivier,1,Brive-la-Gaillarde,Modern Cuisine,,1.5308409,45.158952,"À table! Open since 2011, La Table d'Olivier offers",
La Table d'Olivier Nasti,2,Kaysersberg,Creative,,7.265581,48.1386233,"In an interior completely redesigned in 2018, Olivier Nasti treats",Creative
La Table d'Olivier Nasti,2,Kaysersberg,Creative,,7.265581,48.1386233,"In an interior completely redesigned in 2018, Olivier Nasti treats",
La Table d'Uzès,1,Uzès,Modern Cuisine,,4.4213073,44.0128313,"Christophe Ducros, a chef who is flourishing and full of",Modern Cuisine
La Table d'Uzès,1,Uzès,Modern Cuisine,,4.4213073,44.0128313,"Christophe Ducros, a chef who is flourishing and full of",
La Table d'à Côté,1,Ardon,Modern Cuisine,Creative,1.9124177,47.8220926,"Facing Limère golf course, this inviting establishment, depicted by a",Modern Cuisine
La Table d'à Côté,1,Ardon,Modern Cuisine,Creative,1.9124177,47.8220926,"Facing Limère golf course, this inviting establishment, depicted by a",Creative
La Table de Castigno,1,Assignan,Modern Cuisine,,2.8876408,43.3983603,The gourmet restaurant of this idyllic Occitan village. Trendy North,Modern Cuisine
La Table de Castigno,1,Assignan,Modern Cuisine,,2.8876408,43.3983603,The gourmet restaurant of this idyllic Occitan village. Trendy North,
La Table de Chaintré,1,Chaintré,Modern Cuisine,,4.760257,46.2604625,"This inviting, elegant and contemporary restaurant is in the Pouilly",Modern Cuisine
La Table de Chaintré,1,Chaintré,Modern Cuisine,,4.760257,46.2604625,"This inviting, elegant and contemporary restaurant is in the Pouilly",
La Table de Franck Putelat,2,Carcassonne,Modern Cuisine,,2.36468,43.20386,"At the foot of the medieval city, find this bright",Modern Cuisine
La Table de Franck Putelat,2,Carcassonne,Modern Cuisine,,2.36468,43.20386,"At the foot of the medieval city, find this bright",
La Table de La Butte,1,Plouider,Modern Cuisine,,-4.2986479,48.6110535,"Fresh, precise and aromatic: Nicolas Conraux, a consummate and creative",Modern Cuisine
La Table de La Butte,1,Plouider,Modern Cuisine,,-4.2986479,48.6110535,"Fresh, precise and aromatic: Nicolas Conraux, a consummate and creative",
La Table de Maxime,2,Our,Modern Cuisine,,5.122613,49.959957,"This establishment is without doubt smart and elegant, but it",Modern Cuisine
La Table de Maxime,2,Our,Modern Cuisine,,5.122613,49.959957,"This establishment is without doubt smart and elegant, but it",
La Table de Nans,1,La Ciotat,Mediterranean Cuisine,,5.6666678,43.1828371,"Nans Gaillard, a local man and ambitious young chef, had",Mediterranean Cuisine
La Table de Nans,1,La Ciotat,Mediterranean Cuisine,,5.6666678,43.1828371,"Nans Gaillard, a local man and ambitious young chef, had",
La Table de Patrick Raingeard,1,Èze-Bord-de-Mer,Creative,,7.3729219,43.7185999,(Restaurant closed temporarily in 2020 due to the health,Creative
La Table de Patrick Raingeard,1,Èze-Bord-de-Mer,Creative,,7.3729219,43.7185999,(Restaurant closed temporarily in 2020 due to the health,
La Table de Pavie,2,Saint-Emilion,Modern Cuisine,Creative,-0.1567502,44.8935395,"Appointed by Gérard Perse, emblematic owner of Château Pavie, Yannick",Modern Cuisine
La Table de Pavie,2,Saint-Emilion,Modern Cuisine,Creative,-0.1567502,44.8935395,"Appointed by Gérard Perse, emblematic owner of Château Pavie, Yannick",Creative
La Table de Philippe Girardon,1,Chonas-l'Amballan,Modern Cuisine,,4.8114519,45.456917,This elegant residence nestling in 3ha of grounds was once,Modern Cuisine
La Table de Philippe Girardon,1,Chonas-l'Amballan,Modern Cuisine,,4.8114519,45.456917,This elegant residence nestling in 3ha of grounds was once,
La Table de Xavier Mathieu,1,Joucas,Creative,,5.255869,43.9291394,"A fervent champion of Provence, Xavier Mathieu draws his inspiration",Creative
La Table de Xavier Mathieu,1,Joucas,Creative,,5.255869,43.9291394,"A fervent champion of Provence, Xavier Mathieu draws his inspiration",
La Table de l'Alpaga,2,Megève,Modern Cuisine,,6.60045,45.85243,"Anthony Bisquerra, a passionate and committed chef, tells us a",Modern Cuisine
La Table de l'Alpaga,2,Megève,Modern Cuisine,,6.60045,45.85243,"Anthony Bisquerra, a passionate and committed chef, tells us a",
La Table de l'Ours,1,Val-d'Isère,Modern Cuisine,,6.97513,45.447717,"In keeping with the charm of this luxurious hotel, a",Modern Cuisine
La Table de l'Ours,1,Val-d'Isère,Modern Cuisine,,6.97513,45.447717,"In keeping with the charm of this luxurious hotel, a",
La Table de la Bergerie,1,Le Champ-sur-Layon,Modern Cuisine,,-0.59238,47.26803,A concise menu focused entirely on seasonal produce awaits the,Modern Cuisine
La Table de la Bergerie,1,Le Champ-sur-Layon,Modern Cuisine,,-0.59238,47.26803,A concise menu focused entirely on seasonal produce awaits the,
La Table de la Ferme,1,Murtoli,Corsican,Modern Cuisine,8.9469027,41.5229756,In the centre of the Domaine de Murtoli (an impressive,Corsican
La Table de la Ferme,1,Murtoli,Corsican,Modern Cuisine,8.9469027,41.5229756,In the centre of the Domaine de Murtoli (an impressive,Modern Cuisine
La Table de la Mainaz,1,Gex,Modern Cuisine,,6.02385,46.36359,"The establishment’s youthful chef signs a creative, sometimes daring",Modern Cuisine
La Table de la Mainaz,1,Gex,Modern Cuisine,,6.02385,46.36359,"The establishment’s youthful chef signs a creative, sometimes daring",
La Table des Blot - Auberge du Château,1,Dampierre-en-Yvelines,Modern Cuisine,,1.9876552,48.7061901,"A beautiful, elegant 17C inn with an inventive menu based",Modern Cuisine
La Table des Blot - Auberge du Château,1,Dampierre-en-Yvelines,Modern Cuisine,,1.9876552,48.7061901,"A beautiful, elegant 17C inn with an inventive menu based",
La Table des Frères Ibarboure,1,Bidart,Modern Cuisine,,-1.598438,43.4181338,La Table des Frères Ibarboure serves original cuisine based on,Modern Cuisine
La Table des Frères Ibarboure,1,Bidart,Modern Cuisine,,-1.598438,43.4181338,La Table des Frères Ibarboure serves original cuisine based on,
La Table des Merville,1,Castanet-Tolosan,Modern Cuisine,,1.4983052,43.5151273,This glass extension on a pretty square with a terrace,Modern Cuisine
La Table des Merville,1,Castanet-Tolosan,Modern Cuisine,,1.4983052,43.5151273,This glass extension on a pretty square with a terrace,
La Table du 11,1,Versailles,Modern Cuisine,,2.1233414,48.8028642,"The youthful chef, Jean - Baptiste Lavergne - Morrazini, has conquered the",Modern Cuisine
La Table du 11,1,Versailles,Modern Cuisine,,2.1233414,48.8028642,"The youthful chef, Jean - Baptiste Lavergne - Morrazini, has conquered the",
La Table du Boisniard,1,Chambretaud,Creative,,-0.95931,46.92741,La Table du Boisniard will treat you to inventive recipes,Creative
La Table du Boisniard,1,Chambretaud,Creative,,-0.95931,46.92741,La Table du Boisniard will treat you to inventive recipes,
La Table du Connétable - Auberge du Jeu de Paume,1,Chantilly,Modern Cuisine,,2.4797287,49.1945904,In the superlative setting of the Royal Castle of Chantilly,Modern Cuisine
La Table du Connétable - Auberge du Jeu de Paume,1,Chantilly,Modern Cuisine,,2.4797287,49.1945904,In the superlative setting of the Royal Castle of Chantilly,
La Table du Gourmet,1,Riquewihr,Creative,Modern Cuisine,7.29731,48.16645,The bright red beams and walls of this house set,Creative
La Table du Gourmet,1,Riquewihr,Creative,Modern Cuisine,7.29731,48.16645,The bright red beams and walls of this house set,Modern Cuisine
La Table du Lausanne Palace,1,Lausanne,Modern French,,6.6314453,46.5195779,This sumptuous and venerable palace of gastronomy is now in,Modern French
La Table du Lausanne Palace,1,Lausanne,Modern French,,6.6314453,46.5195779,This sumptuous and venerable palace of gastronomy is now in,
La Tana Gourmet,1,Asiago,Creative,Contemporary,11.4970882,45.8545832,"This restaurant offers just one long, ambitious tasting menu on",Creative
La Tana Gourmet,1,Asiago,Creative,Contemporary,11.4970882,45.8545832,"This restaurant offers just one long, ambitious tasting menu on",Contemporary
La Tasquería,1,Madrid,Modern Cuisine,,-3.6738582,40.42235,"A new-generation, reasonably priced tasca that works miracles through",Modern Cuisine
La Tasquería,1,Madrid,Modern Cuisine,,-3.6738582,40.42235,"A new-generation, reasonably priced tasca that works miracles through",
La Tavola,1,Laveno,Modern Cuisine,,8.6104635,45.9065255,"Although this restaurant now has a striking new look, its",Modern Cuisine
La Tavola,1,Laveno,Modern Cuisine,,8.6104635,45.9065255,"Although this restaurant now has a striking new look, its",
La Terrazza,1,Rome,Modern Cuisine,Innovative,12.4860308,41.9063787,"Sitting in the modern, elegant dining room of La Terrazza",Modern Cuisine
La Terrazza,1,Rome,Modern Cuisine,Innovative,12.4860308,41.9063787,"Sitting in the modern, elegant dining room of La Terrazza",Innovative
La Toque,1,Napa,Contemporary,,-122.28349,38.30351,You’ll want to tip your own toque in appreciation,Contemporary
La Toque,1,Napa,Contemporary,,-122.28349,38.30351,You’ll want to tip your own toque in appreciation,
La Torre,1,Tavarnelle Val di Pesa,Creative,Contemporary,11.1878246,43.5529904,A splendid summer terrace with views of rural landscapes of,Creative
La Torre,1,Tavarnelle Val di Pesa,Creative,Contemporary,11.1878246,43.5529904,A splendid summer terrace with views of rural landscapes of,Contemporary
La Tortuga,1,Gargnano,Classic Cuisine,Italian Contemporary,10.6652261,45.6887411,"Perfect for a romantic dinner, this small but charming restaurant",Classic Cuisine
La Tortuga,1,Gargnano,Classic Cuisine,Italian Contemporary,10.6652261,45.6887411,"Perfect for a romantic dinner, this small but charming restaurant",Italian Contemporary
La Tour des Vents,1,Monbazillac,Modern Cuisine,,0.4609734,44.7969051,This restaurant places a premium on quality ingredients. The chef,Modern Cuisine
La Tour des Vents,1,Monbazillac,Modern Cuisine,,0.4609734,44.7969051,This restaurant places a premium on quality ingredients. The chef,
La Trattoria Enrico Bartolini,1,Badiola,Mediterranean Cuisine,,10.97122,42.78823,Chef Bartolini has brought a breath of fresh air to,Mediterranean Cuisine
La Trattoria Enrico Bartolini,1,Badiola,Mediterranean Cuisine,,10.97122,42.78823,Chef Bartolini has brought a breath of fresh air to,
La Trompette,1,London,Modern British,,-0.256007,51.491997,It’s easy to see why this neighbourhood restaurant has,Modern British
La Trompette,1,London,Modern British,,-0.256007,51.491997,It’s easy to see why this neighbourhood restaurant has,
La Trota,2,Rivodutri,Creative,,12.8486278,42.4982957,Visitors to this restaurant are greeted by the crystal-clear,Creative
La Trota,2,Rivodutri,Creative,,12.8486278,42.4982957,Visitors to this restaurant are greeted by the crystal-clear,
La Truffe Noire,1,Brussels,Italian,,4.3766633,50.8162711,"The purple colour scheme of this restaurant, rich in nostalgic",Italian
La Truffe Noire,1,Brussels,Italian,,4.3766633,50.8162711,"The purple colour scheme of this restaurant, rich in nostalgic",
La Vague d'Or - Cheval Blanc St-Tropez,3,Saint-Tropez,Creative,Modern Cuisine,6.6261535,43.2665849,"Arnaud Donckele, who hails from Normandy, pays a heartfelt tribute",Creative
La Vague d'Or - Cheval Blanc St-Tropez,3,Saint-Tropez,Creative,Modern Cuisine,6.6261535,43.2665849,"Arnaud Donckele, who hails from Normandy, pays a heartfelt tribute",Modern Cuisine
La Vallée Verte,1,Herleshausen,Creative,French,10.0801288,51.0410088,"The hotel’s culinary flagship, this little restaurant is smart",Creative
La Vallée Verte,1,Herleshausen,Creative,French,10.0801288,51.0410088,"The hotel’s culinary flagship, this little restaurant is smart",French
La Veranda del Color,1,Bardolino,Mediterranean Cuisine,,10.7252429,45.5430437,"Although this restaurant serves only light meals at lunchtime, in",Mediterranean Cuisine
La Veranda del Color,1,Bardolino,Mediterranean Cuisine,,10.7252429,45.5430437,"Although this restaurant serves only light meals at lunchtime, in",
La Vieille Fontaine,1,Avignon,Modern Cuisine,,4.8032742,43.9503845,"""Wood panelling, mouldings and a fireplace set the scene",Modern Cuisine
La Vieille Fontaine,1,Avignon,Modern Cuisine,,4.8032742,43.9503845,"""Wood panelling, mouldings and a fireplace set the scene",
La Vieille Tour,1,Plérin,Modern Cuisine,,-2.7261477,48.5307941,Very contemporary setting based around light and a variety of,Modern Cuisine
La Vieille Tour,1,Plérin,Modern Cuisine,,-2.7261477,48.5307941,Very contemporary setting based around light and a variety of,
La Vieille Tour,1,Cellettes,Modern Cuisine,Creative,1.3830315,47.5257537,"Visible from afar, the old tower of this 15C house",Modern Cuisine
La Vieille Tour,1,Cellettes,Modern Cuisine,Creative,1.3830315,47.5257537,"Visible from afar, the old tower of this 15C house",Creative
La Villa Archange,2,Le Cannet,Modern Cuisine,,7.0143722,43.572701,"""An attractive and tastefully decorated 18C building (wooden floors",Modern Cuisine
La Villa Archange,2,Le Cannet,Modern Cuisine,,7.0143722,43.572701,"""An attractive and tastefully decorated 18C building (wooden floors",
La Villa Emily,1,Brussels,Mediterranean Cuisine,,4.3696742,50.8192768,This little jewel combines intimate elegance and a boudoir ambience,Mediterranean Cuisine
La Villa Emily,1,Brussels,Mediterranean Cuisine,,4.3696742,50.8192768,This little jewel combines intimate elegance and a boudoir ambience,
La Villa Madie,2,Cassis,Creative,Mediterranean Cuisine,5.544944,43.2110889,This restaurant has an exceptional location completely facing the waves,Creative
La Villa Madie,2,Cassis,Creative,Mediterranean Cuisine,5.544944,43.2110889,This restaurant has an exceptional location completely facing the waves,Mediterranean Cuisine
La Villa in the Sky,1,Ixelles,Creative,Organic,4.3719736,50.8172484,"Taking a seat in this glass box, a full 120m",Creative
La Villa in the Sky,1,Ixelles,Creative,Organic,4.3719736,50.8172484,"Taking a seat in this glass box, a full 120m",Organic
La Ville Blanche,1,Lannion,Modern Cuisine,,-3.4015106,48.7433193,A young couple has set up shop in an attractive,Modern Cuisine
La Ville Blanche,1,Lannion,Modern Cuisine,,-3.4015106,48.7433193,A young couple has set up shop in an attractive,
La Voile - La Réserve Ramatuelle,2,Ramatuelle,Modern Cuisine,,6.6496163,43.1906565,"Sunshine, nature and the sea set the scene for this",Modern Cuisine
La Voile - La Réserve Ramatuelle,2,Ramatuelle,Modern Cuisine,,6.6496163,43.1906565,"Sunshine, nature and the sea set the scene for this",
La Yeon,3,SEOUL,Korean,,127.00517,37.555813,Time-honored traditions of Korean cuisine are given a contemporary,Korean
La Yeon,3,SEOUL,Korean,,127.00517,37.555813,Time-honored traditions of Korean cuisine are given a contemporary,
La Zanzara,1,Codigoro,Seafood,,12.252958,44.80822,This large 18C fisherman’s house is situated in a,Seafood
La Zanzara,1,Codigoro,Seafood,,12.252958,44.80822,This large 18C fisherman’s house is situated in a,
La casa TOM Curiosa,1,Osaka,Italian,,135.498757,34.696501,"With its open kitchen and counter seating, here offers the",Italian
La casa TOM Curiosa,1,Osaka,Italian,,135.498757,34.696501,"With its open kitchen and counter seating, here offers the",
Lab by Sergi Arola,1,Sintra,Creative,,-9.397945,38.762978,"A unique, authentic and intimate restaurant with a difference, where",Creative
Lab by Sergi Arola,1,Sintra,Creative,,-9.397945,38.762978,"A unique, authentic and intimate restaurant with a difference, where",
Labyrinth,1,Singapore,Innovative,Singaporean,103.8562751,1.2898356,The chef champions a boat-to-table concept with a,Innovative
Labyrinth,1,Singapore,Innovative,Singaporean,103.8562751,1.2898356,The chef champions a boat-to-table concept with a,Singaporean
Lady Helen,1,Thomastown,Modern Cuisine,,-7.1878064,52.5292434,"This impressive country house sits on a 1,500 acre",Modern Cuisine
Lady Helen,1,Thomastown,Modern Cuisine,,-7.1878064,52.5292434,"This impressive country house sits on a 1,500 acre",
Lafleur,2,Frankfurt on the Main,Modern French,Creative,8.6565825,50.1214911,"Lafleur serves beautifully presented, classic yet modern cuisine full of",Modern French
Lafleur,2,Frankfurt on the Main,Modern French,Creative,8.6565825,50.1214911,"Lafleur serves beautifully presented, classic yet modern cuisine full of",Creative
Lai Heen,1,Guangzhou,Cantonese,,113.321816,23.11883,Lai Heen champions modern Cantonese cooking deeply rooted in tradition,Cantonese
Lai Heen,1,Guangzhou,Cantonese,,113.321816,23.11883,Lai Heen champions modern Cantonese cooking deeply rooted in tradition,
Lai Heen,1,Macau,Cantonese,,113.551926,22.148754,"If you’re looking to impress, you can’t fail",Cantonese
Lai Heen,1,Macau,Cantonese,,113.551926,22.148754,"If you’re looking to impress, you can’t fail",
Lait Thym Sel,1,Angers,Creative,,-0.56148,47.47502,"""This 16C house in the La Doutre district has",Creative
Lait Thym Sel,1,Angers,Creative,,-0.56148,47.47502,"""This 16C house in the La Doutre district has",
Laite,1,Sappada,Regional Cuisine,Traditional Cuisine,12.6948157,46.5685736,A family-run restaurant with two women at the helm,Regional Cuisine
Laite,1,Sappada,Regional Cuisine,Traditional Cuisine,12.6948157,46.5685736,A family-run restaurant with two women at the helm,Traditional Cuisine
Lakeside,1,Hamburg,Modern Cuisine,,9.9980345,53.565225,"Set on the seventh floor, this light and airy restaurant",Modern Cuisine
Lakeside,1,Hamburg,Modern Cuisine,,9.9980345,53.565225,"Set on the seventh floor, this light and airy restaurant",
Lalique,1,Bommes,Modern Cuisine,,-0.3374123,44.5493811,This château set in the vineyards is the domain of,Modern Cuisine
Lalique,1,Bommes,Modern Cuisine,,-0.3374123,44.5493811,This château set in the vineyards is the domain of,
Lamartine,1,Le Bourget-du-Lac,Modern Cuisine,,5.8526536,45.6762739,Overlooking the lake that was so dear to Lamartine – and,Modern Cuisine
Lamartine,1,Le Bourget-du-Lac,Modern Cuisine,,5.8526536,45.6762739,Overlooking the lake that was so dear to Lamartine – and,
Lamm Rosswag,1,Vaihingen an der Enz,Modern Cuisine,Creative,8.916984,48.936683,Enjoy creative cuisine at this restaurant which is run by,Modern Cuisine
Lamm Rosswag,1,Vaihingen an der Enz,Modern Cuisine,Creative,8.916984,48.936683,Enjoy creative cuisine at this restaurant which is run by,Creative
Landhaus Feckl,1,Ehningen,Classic French,Seasonal Cuisine,8.9547833,48.661195,Whether you go for a traditional option or try the,Classic French
